desc,feature,title
"An adorable suit-set for your little princess. The set combines an anarkali kurta, churidar and dupatta. Kurta comes featuring exotic embroidery on the neckline and sleeves plus floral and bird print all-over. Churidar comes in solid texture and dupatta comes in net fabric with golden lace edges.",Key Features Category Girls Fit Anarkali Color Pink Neckline Round Neck Fabric Cotton Sleeve Length Cap Sleeve,Pink Cotton Anarkali Suit Set
"Let your little girl look festive perfect this season with this set of Anarkali suit. Painted in light pink and styled with a printed jacket, the kurta comes in Anarkali fit. The shimmery taping on the edges of the jacket and sleeve's hem is perfect to give your kid's look a festive touch. Kurta is complemented with churidar, which is very comfortable to wear.",Key Features Category Girls Fit Anarkali Color Pink Neckline Band Collar Fabric Cotton Sleeve Length Full Sleeve,Pink Cotton Anarkali Suit Set
"A two piece Anarkali set for girls. The set combines an Anarkali kurta with leggings. It is a cotton crafted set with cotton lining, which is making it soft to touch and a comfortable outfit for your kid.",Key Features Category Girls Fit Anarkali Color Indigo Neckline Boat Neck Fabric Cotton Sleeve Length Full Sleeve,Indigo Cotton Anarkali Suit Set
"Let your little girl look festive perfect this season with this set of Anarkali suit-set. It combines an Anarkali kurta, churidar & dupatta. Kurta comes featuring print on it, contrasting red jacket, net dupatta with gota patti.",Key Features Category Girls Fit Anarkali Color Yellow Neckline Round Neck Fabric Cotton Sleeve Length Full Sleeve,Yellow Cotton Anarkali Suit Set
"A fabulous casual wear suit-set for your little girl. It is a set of three, which combines an Anarkali kurta, palazzo pants and dupatta. Kurta features floral embroidery on the yoke, floral print on the flare and two side pocket. Palazzo features striped print all-over and floral print edges. The set is style with a net dupatta featuring golden lace taping on all the sides.",Key Features Category Girls Fit Anarkali Color Turquoise Neckline Round Neck Fabric Cotton Sleeve Length Bell Sleeve,Turquoise And Red Cotton Anarkali Suit Set
"Let your little fashionista get best dressed award wearing this Anarkali suit-set. It features a mix of traditional print and floral print. With a contrasting pair of leggings and dupatta with golden lace border, this will prove a nice traditional wear for your little girl.",Key Features Category Girls Fit Anarkali Color Red Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Red And Turquoise Cotton Anarkali Suit Set
"This vibrant yellow and pink Anarkali suit set is a gorgeous choice for your little girl. It combines a mukesh work net kurta, pink elaborately embroidered jacket, a churidar matching to the kurta and net dupatta with contrasting patti.",Key Features Category Girls Fit Anarkali Color Pink Neckline Band Collar Fabric Poly Cotton Sleeve Length Sleeveless,Pink And Yellow Poly Cotton Anarkali Suit Set
"A yellow anarkali suit set for girls. It is a set of three which includes, an Anarkali kurta, churidar and dupatta. Kurta has a contrast print on the yoke and sleeves. Churidar comes in solid texture and crushed dupatta has contrast patti on the sides.",Key Features Category Girls Fit Anarkali Color Yellow Neckline Band Collar Fabric Cotton Sleeve Length Full Sleeve,Yellow Cotton Anarkali Suit Set
"A red Anarkali suit set for your little girl. It is a set of four, which consists of an Anarkali kurta, multicolor brocade jacket and matching red churidar. It is a cotton crafted piece, which makes it an apt choice for your kid's delicate skin.",Key Features Category Girls Fit Anarkali Color Red Neckline Band Collar Fabric Cotton Sleeve Length Full Sleeve,Red Cotton Anarkali Suit Set
"A cotton made Anarkali suit set for your little girl. It is a three piece set, which combines a kurta, flared palazzo pants and a dupatta matching to the palazzo. Crafted in finest cotton and featuring cotton lining, the kurta of this set is very soft to touch and apt for your kid.",Key Features Category Girls Fit Anarkali Color Pink Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Pink And Green Cotton Anarkali Suit Set
"A chic and comfortable girl's suit-set by Biba. It is a three piece set, including kurta, sharara pants, and dupatta. It's a cotton crafted set, which is making it perfect out to flaunt in summers.",Key Features Category Girls Fit Anarkali Color Peach Neckline Round Neck Fabric Cotton Age Group 14-15 years Age Group 2-3 years Age Group 4-5 years Age Group 6-7 years Age Group 8-9 years Age Group 10-11 years Age Group 12-13 years Sleeve Length Cap Sleeve,Peach Anarkali Cotton Suit Set
"You can't keep this color away from your kid's closet. This mint green suit-set is meant to be there in her closet. The set includes an Anarkali kurta, jacket, knitted churidar & dupatta. Crafted in finest cotton, this set also ensures your girl feel comfortable wearing it.",Key Features Category Girls Fit Anarkali Color Mint Green Neckline Band Collar Fabric Cotton Age Group 14-15 years Age Group 2-3 years Age Group 4-5 years Age Group 6-7 years Age Group 8-9 years Age Group 10-11 years Age Group 12-13 years Sleeve Length Full Sleeve,Mint Green Anarkali Cotton Suit Set
"A cotton made suit set for your little girl. It is a set of three, which comprises a kurta, churidar and dupatta. Kurta comes with an attached jacket having tie-up front, it also features asymmetric hemline having pom pom detailing including the sleeves. Churidar comes in solid texture and net dupatta has pop pom matching to the kurta.",Key Features Category Girls Fit Asymmetric Color Lime Neckline Band Collar Fabric Cotton Sleeve Length 3/4 Sleeve,Lime Green Cotton Asymmetric Suit Set
"An elegant choice for your little girl. This two piece set is a perfect party wear set. It includes an asymmetric brocade kurta, and glittery skirt with lining. Kurta comes with viscose lining which assures maximum comfort.",Key Features Category Girls Fit Asymmetric Color Turquoise Neckline Shirt Collar Fabric Poly Metallic Sleeve Length 1/2 Sleeve,Turquoise Asymmetric Two Piece Set
"A stylish party wear piece for your little fashionista. It is a set of two, a stylish dhoti gown with net drape and knitted churidar. The design of this set is very impressive cotton lining making it a perfect piece of your kid's delicate skin.",Key Features Category Girls Fit Asymmetric Color Pink Neckline Round Neck Fabric Silk Sleeve Length Sleeveless,Salmon Peach Silk Two Piece Set
"Let your little girl look adorable wearing this red and yellow asymmetric suit set. The set comprises embroidered kurta, sharara pants and dupatta. Kurta is crafted in art silk and features cotton lining, sharara comes featuring print all-over with golden lace the net dupatta with golden lace border.",Key Features Category Girls Fit Asymmetric Color Red Neckline Round Neck Fabric Poly Cotton Sleeve Length Bell Sleeve,Red And Yellow Poly Cotton Asymmetric Suit Set
"A red suit set from Biba's Pujo collection. It is a two piece set, which includes a red metallic print kurta having asymmetric hemline and contrasting white lining. The set is complemented with contrasting white dupatta having gota patti.",Key Features Category Girls Fit Asymmetric Color Red Neckline Shirt Collar Fabric Poly Metallic Cotton Sleeve Length 1/2 Sleeve,Red Poly Metallic Cotton Asymmetric Suit Set
"A not to miss set. This suit set from Biba girls collection is a must buy. It combines an open front kurta, sharara pants and dupatta together. Kurta comes featuring floral print all over and front slit. Paired with a gorgeous pink sharara and dupatta, this set can prove a nice choice for your little fashionista.",Key Features Category Girls Fit Straight Color Green Neckline Round Neck Fabric Art Silk Sleeve Length 3/4 Sleeve,Green Art Silk Front Open Suit Set
"You can't keep this color away from your kid's closet. This mint green suit-set is meant to be there in her closet. The set includes an Anarkali kurta, jacket, knitted churidar & dupatta. Crafted in finest cotton, this set also ensures your girl feel comfortable wearing it.",Key Features Category Girls Color Green Fabric Cotton,Mint Green Cotton Suit Set
"Beautify your little girl's wedding look with this gorgeous lehenga-set. It includes flared lehenga in a sheer fabric with sparkles and solid pink lining, lace top with lining and net dupatta with golden lace. Bring home and combine with shimmery sandals and earrings to make your lovely girl, party-ready.",Key Features Category Girls Color Pink Fabric Cotton,Pink Cotton Lehenga Set
"A comfortable yet chic suit set for your little miss model. The set includes a green embroidered kurta, contrasting pink salwar and pink dupatta. Kurta features gorgeous embroidery on the, short sleeves accentuated with lace detailing on the edges, rounded hemline. Salwar comes in solid texture and dupatta features gorgeous patti on all the sides.",Key Features Category Girls Fit Straight Color Green Neckline Round Neck Fabric Poly Cotton Sleeve Length Cap Sleeve,Sage Green And Pink Poly Cotton Straight Suit Set
Indigo Short Kurta Cotton Suit Set,Key Features Category Girls Fit Straight Color Indigo Neckline Round Neck Fabric Cotton Sleeve Length Sleeveless,Indigo Short Kurta Cotton Suit Set
"A quirky lehenga set for your little miss fashionista. It is a set of three, a white cropped top featuring bell sleeves, contrasting blue lehenga and red dupatta. Top comes featuring gorgeous embroidery on the front, bell sleeves and red binding on the neck. Lehenga features floral print all-over and net dupatta features golden lace on all the sides.",Key Features Category Girls Fit Straight Color Turquoise Neckline Round Neck Fabric Poly Cotton Sleeve Length Bell Sleeve,Off White And Turquoise Poly Cotton Lehenga Set
"A jacket kurta with salwar . This gorgeous set is for girls. It is a three piece set, which includes a kurta, contrasting red jacket and salwar matching to the jacket. Kurta features lotus print, full sleeves with highlighted hem and jacket with contrast embroidery on the front. Salwar comes in solid texture in elasticated waist.",Key Features Category Girls Fit Straight Color Turquoise Neckline Round Neck Fabric Cotton Sleeve Length Bell Sleeve,Turquoise And Red Cotton Straight Suit Set
"Yellow & red girls suit set by Biba. The set comprises a red printed kurta, contrasting yellow dhoti pants and dupatta matching to the pants. Kurta comes featuring print all over, pants come in solid texture and net dupatta features gota patti.",Key Features Category Girls Fit Straight Color Red Neckline Round Neck Fabric Cotton Sleeve Length 3/4 Sleeve,Red And Yellow Cotton Straight Suit Set
